# multipoles
# s[mm] polynom_b[n=0][T/m^n] polynom_b[n=1][T/m^n] polynom_b[n=2][T/m^n] polynom_b[n=3][T/m^n] polynom_b[n=4][T/m^n] polynom_b[n=5][T/m^n] polynom_b[n=6][T/m^n] 
+0.0000000000000000e+00 -5.3671564875553313e-01 +7.3544929226894205e+00 -4.4067637424849726e-01 -1.9404389338879078e+01 +1.2502153711925184e+03 +4.7852691594670823e+03 -1.5727275797140701e+07 
+1.0000000000000001e-01 -5.3671547085866866e-01 +7.3544972987945405e+00 -4.5625759398033228e-01 -1.9790198837816142e+01 +1.4695033526673296e+03 +7.0292392024455476e+03 -1.6548603573480248e+07 
+2.0000000000000001e-01 -5.3671529434015763e-01 +7.3545024941721309e+00 -4.7194250735447707e-01 -2.0146285690898797e+01 +1.6890590829121879e+03 +9.0288395708104181e+03 -1.7365094846807916e+07 
+2.9999999999999999e-01 -5.3671511981494979e-01 +7.3545084728553558e+00 -4.8768251759110526e-01 -2.0473778517311050e+01 +1.9082598921632284e+03 +1.0792962316884763e+04 -1.8174748549285136e+07 
+4.0000000000000002e-01 -5.3671494789800467e-01 +7.3545151988788176e+00 -5.0342902949171042e-01 -2.0773805967100039e+01 +2.1264831431836278e+03 +1.2330499622041159e+04 -1.8975563766527928e+07 
+5.0000000000000000e-01 -5.3671477920419419e-01 +7.3545226362745373e+00 -5.1913344931212158e-01 -2.1047496621473876e+01 +2.3431062283557867e+03 +1.3650343256738510e+04 -1.9765539724110290e+07 
+5.9999999999999998e-01 -5.3671461434844003e-01 +7.3545307490763765e+00 -5.3474718418245226e-01 -2.1295979109795166e+01 +2.5575065543784626e+03 +1.4761385247147697e+04 -2.0542675701529220e+07 
+6.9999999999999996e-01 -5.3671445394576278e-01 +7.3545395013165118e+00 -5.5022164008778551e-01 -2.1520382014770906e+01 +2.7690615137066457e+03 +1.5672517351107450e+04 -2.1304970925701432e+07 
+8.0000000000000004e-01 -5.3671429861100695e-01 +7.3545488570274324e+00 -5.6550822509457799e-01 -2.1721833934482088e+01 +2.9771485359997723e+03 +1.6392631431417907e+04 -2.2050424788555466e+07 
+9.0000000000000002e-01 -5.3671414895911129e-01 +7.3545587802367152e+00 -5.8055834958966479e-01 -2.1901463327342803e+01 +3.1811450991929355e+03 +1.6930618565712321e+04 -2.2777036919009682e+07 
