# multipoles
# s[mm] polynom_b[n=0][T/m^n] polynom_b[n=1][T/m^n] polynom_b[n=2][T/m^n] polynom_b[n=3][T/m^n] polynom_b[n=4][T/m^n] polynom_b[n=5][T/m^n] polynom_b[n=6][T/m^n] 
+0.0000000000000000e+00 -5.9283295316416562e-01 +8.1148368627150376e+00 +2.4498447086522443e-01 -3.3808580107381147e+01 -6.1671348962704606e+03 -9.4929498165364363e+04 +8.2498728711800463e+06 
+1.0000000000000001e-01 -5.9283281717251901e-01 +8.1148241231813412e+00 +2.3783178426566237e-01 -3.3631139171679251e+01 -6.1115733245321026e+03 -9.5033618570456398e+04 +8.1622159475271637e+06 
+2.0000000000000001e-01 -5.9283266897853948e-01 +8.1148119644371981e+00 +2.3026048826425771e-01 -3.3451359807589348e+01 -6.0498594754980704e+03 -9.5188518099074441e+04 +8.0460201273085875e+06 
+2.9999999999999999e-01 -5.9283251064673737e-01 +8.1148002486397868e+00 +2.2234586765227926e-01 -3.3267137718651192e+01 -5.9828382408233801e+03 -9.5407233056251469e+04 +7.9041923058321960e+06 
+4.0000000000000002e-01 -5.9283234424171061e-01 +8.1147888379432143e+00 +2.1416321618996156e-01 -3.3076368509067457e+01 -5.9113546869110396e+03 -9.5702800292713291e+04 +7.7396402278752178e+06 
+5.0000000000000000e-01 -5.9283217182789505e-01 +8.1147775945038578e+00 +2.0578781811470356e-01 -3.2876947848623914e+01 -5.8362536947978615e+03 -9.6088256248964259e+04 +7.5552707472841488e+06 
+5.9999999999999998e-01 -5.9283199546981846e-01 +8.1147663804758174e+00 +1.9729496142036210e-01 -3.2666771353302813e+01 -5.7583802148831919e+03 -9.6576637589824459e+04 +7.3539910464885524e+06 
+6.9999999999999996e-01 -5.9283181723208977e-01 +8.1147550580120935e+00 +1.8875993323347109e-01 -3.2443734614222848e+01 -5.6785791802076974e+03 -9.7180981064275868e+04 +7.1387082272074101e+06 
+8.0000000000000004e-01 -5.9283163917914994e-01 +8.1147434892619366e+00 +1.8025802155613685e-01 -3.2205733140932487e+01 -5.5976955384704506e+03 -9.7914323782357256e+04 +6.9123294593587369e+06 
+9.0000000000000002e-01 -5.9283146337549197e-01 +8.1147315363691597e+00 +1.7186450634200215e-01 -3.1950662305077145e+01 -5.5165740836259238e+03 -9.8789703546996985e+04 +6.6777611824449068e+06 
+1.0000000000000000e+00 -5.9283129188568584e-01 +8.1147190614798319e+00 +1.6365467675180387e-01 -3.1676417578459329e+01 -5.4360597795543626e+03 -9.9820157448368991e+04 +6.4379106347472472e+06 
