residue - dangP:+0.082 %, dangN:-0.175 %, drefrxP: -26.15 um, drefrxN: -84.33 um
residue - dangP:-0.062 %, dangN:+0.003 %, drefrxP: -57.46 um, drefrxN: -44.23 um
residue - dangP:+0.013 %, dangN:-0.010 %, drefrxP:  +0.16 um, drefrxN:  +0.21 um
residue - dangP:+0.011 %, dangN:-0.011 %, drefrxP:  -0.03 um, drefrxN:  +0.03 um
residue - dangP:+0.011 %, dangN:-0.011 %, drefrxP:  -0.03 um, drefrxN:  +0.03 um
residue - dangP:+0.011 %, dangN:-0.011 %, drefrxP:  -0.03 um, drefrxN:  +0.03 um
magnet:B2-002, current:421.9A => energy:3.144818 GeV, x0: 7.967 mm, px:-0.0060 deg
residue - dangP:+0.065 %, dangN:-0.041 %, drefrxP: -32.43 um, drefrxN: -48.43 um
residue - dangP:+0.000 %, dangN:+0.002 %, drefrxP:  +0.11 um, drefrxN:  +0.11 um
residue - dangP:-0.001 %, dangN:+0.001 %, drefrxP:  +0.00 um, drefrxN:  -0.00 um
residue - dangP:-0.001 %, dangN:+0.001 %, drefrxP:  +0.00 um, drefrxN:  -0.00 um
residue - dangP:-0.001 %, dangN:+0.001 %, drefrxP:  +0.00 um, drefrxN:  -0.00 um
magnet:B2-003, current:381.7A => energy:2.850784 GeV, x0: 7.962 mm, px:+0.0072 deg
residue - dangP:+0.029 %, dangN:-0.075 %, drefrxP: -38.05 um, drefrxN: -53.79 um
residue - dangP:+0.001 %, dangN:+0.002 %, drefrxP:  +0.18 um, drefrxN:  +0.19 um
residue - dangP:-0.001 %, dangN:+0.001 %, drefrxP:  -0.00 um, drefrxN:  -0.00 um
residue - dangP:-0.001 %, dangN:+0.001 %, drefrxP:  +0.00 um, drefrxN:  -0.00 um
residue - dangP:-0.001 %, dangN:+0.001 %, drefrxP:  +0.00 um, drefrxN:  -0.00 um
magnet:B2-003, current:401.8A => energy:2.997648 GeV, x0: 7.963 mm, px:+0.0071 deg
residue - dangP:+0.014 %, dangN:-0.090 %, drefrxP: -41.50 um, drefrxN: -57.27 um
residue - dangP:+0.001 %, dangN:+0.003 %, drefrxP:  +0.21 um, drefrxN:  +0.22 um
residue - dangP:-0.001 %, dangN:+0.001 %, drefrxP:  -0.00 um, drefrxN:  -0.00 um
residue - dangP:-0.001 %, dangN:+0.001 %, drefrxP:  +0.00 um, drefrxN:  -0.00 um
residue - dangP:-0.001 %, dangN:+0.001 %, drefrxP:  +0.00 um, drefrxN:  -0.00 um
magnet:B2-003, current:421.9A => energy:3.144664 GeV, x0: 7.965 mm, px:+0.0072 deg
residue - dangP:-0.101 %, dangN:+0.059 %, drefrxP: -62.85 um, drefrxN: -28.49 um
residue - dangP:+0.035 %, dangN:-0.033 %, drefrxP:  +0.08 um, drefrxN:  +0.24 um
residue - dangP:+0.034 %, dangN:-0.034 %, drefrxP:  -0.10 um, drefrxN:  +0.09 um
residue - dangP:+0.034 %, dangN:-0.034 %, drefrxP:  -0.10 um, drefrxN:  +0.10 um
residue - dangP:+0.034 %, dangN:-0.034 %, drefrxP:  -0.10 um, drefrxN:  +0.10 um
magnet:B2-004, current:381.7A => energy:2.849825 GeV, x0: 7.963 mm, px:-0.0155 deg
residue - dangP:-0.093 %, dangN:+0.066 %, drefrxP: -63.53 um, drefrxN: -29.47 um
residue - dangP:+0.035 %, dangN:-0.032 %, drefrxP:  +0.06 um, drefrxN:  +0.22 um
residue - dangP:+0.034 %, dangN:-0.034 %, drefrxP:  -0.10 um, drefrxN:  +0.09 um
residue - dangP:+0.034 %, dangN:-0.034 %, drefrxP:  -0.09 um, drefrxN:  +0.09 um
residue - dangP:+0.034 %, dangN:-0.034 %, drefrxP:  -0.09 um, drefrxN:  +0.09 um
magnet:B2-004, current:401.8A => energy:2.997835 GeV, x0: 7.965 mm, px:-0.0153 deg
residue - dangP:-0.084 %, dangN:+0.073 %, drefrxP: -64.20 um, drefrxN: -30.51 um
residue - dangP:+0.034 %, dangN:-0.032 %, drefrxP:  +0.04 um, drefrxN:  +0.20 um
residue - dangP:+0.033 %, dangN:-0.033 %, drefrxP:  -0.10 um, drefrxN:  +0.09 um
residue - dangP:+0.033 %, dangN:-0.033 %, drefrxP:  -0.09 um, drefrxN:  +0.09 um
residue - dangP:+0.033 %, dangN:-0.033 %, drefrxP:  -0.09 um, drefrxN:  +0.09 um
magnet:B2-004, current:421.9A => energy:3.145558 GeV, x0: 7.967 mm, px:-0.0152 deg
residue - dangP:+0.050 %, dangN:-0.138 %, drefrxP: -29.97 um, drefrxN: -68.38 um
residue - dangP:-0.032 %, dangN:+0.036 %, drefrxP:  +0.33 um, drefrxN:  +0.19 um
residue - dangP:-0.034 %, dangN:+0.033 %, drefrxP:  +0.09 um, drefrxN:  -0.10 um
residue - dangP:-0.034 %, dangN:+0.034 %, drefrxP:  +0.09 um, drefrxN:  -0.09 um
residue - dangP:-0.034 %, dangN:+0.034 %, drefrxP:  +0.09 um, drefrxN:  -0.09 um
magnet:B2-005, current:381.7A => energy:2.849165 GeV, x0: 7.964 mm, px:+0.0173 deg
residue - dangP:+0.071 %, dangN:-0.117 %, drefrxP: -29.30 um, drefrxN: -67.69 um
residue - dangP:-0.032 %, dangN:+0.035 %, drefrxP:  +0.28 um, drefrxN:  +0.13 um
residue - dangP:-0.034 %, dangN:+0.034 %, drefrxP:  +0.09 um, drefrxN:  -0.10 um
residue - dangP:-0.034 %, dangN:+0.034 %, drefrxP:  +0.09 um, drefrxN:  -0.09 um
residue - dangP:-0.034 %, dangN:+0.034 %, drefrxP:  +0.09 um, drefrxN:  -0.09 um
magnet:B2-005, current:401.8A => energy:2.997526 GeV, x0: 7.966 mm, px:+0.0173 deg
residue - dangP:+0.047 %, dangN:-0.140 %, drefrxP: -33.68 um, drefrxN: -71.83 um
residue - dangP:-0.031 %, dangN:+0.036 %, drefrxP:  +0.32 um, drefrxN:  +0.18 um
residue - dangP:-0.033 %, dangN:+0.033 %, drefrxP:  +0.09 um, drefrxN:  -0.10 um
residue - dangP:-0.033 %, dangN:+0.033 %, drefrxP:  +0.09 um, drefrxN:  -0.09 um
residue - dangP:-0.033 %, dangN:+0.033 %, drefrxP:  +0.09 um, drefrxN:  -0.09 um
magnet:B2-005, current:421.9A => energy:3.144292 GeV, x0: 7.967 mm, px:+0.0172 deg
residue - dangP:-0.008 %, dangN:-0.031 %, drefrxP: -43.69 um, drefrxN: -55.48 um
residue - dangP:-0.025 %, dangN:+0.029 %, drefrxP:  +0.27 um, drefrxN:  +0.13 um
residue - dangP:-0.027 %, dangN:+0.027 %, drefrxP:  +0.07 um, drefrxN:  -0.08 um
residue - dangP:-0.027 %, dangN:+0.027 %, drefrxP:  +0.08 um, drefrxN:  -0.08 um
residue - dangP:-0.027 %, dangN:+0.027 %, drefrxP:  +0.08 um, drefrxN:  -0.08 um
magnet:B2-006, current:381.7A => energy:2.849716 GeV, x0: 7.967 mm, px:+0.0053 deg
residue - dangP:-0.010 %, dangN:-0.034 %, drefrxP: -45.65 um, drefrxN: -57.48 um
residue - dangP:-0.025 %, dangN:+0.029 %, drefrxP:  +0.27 um, drefrxN:  +0.13 um
residue - dangP:-0.027 %, dangN:+0.027 %, drefrxP:  +0.07 um, drefrxN:  -0.08 um
residue - dangP:-0.027 %, dangN:+0.027 %, drefrxP:  +0.08 um, drefrxN:  -0.08 um
residue - dangP:-0.027 %, dangN:+0.027 %, drefrxP:  +0.08 um, drefrxN:  -0.08 um
magnet:B2-006, current:401.8A => energy:2.997433 GeV, x0: 7.969 mm, px:+0.0053 deg
residue - dangP:-0.016 %, dangN:-0.040 %, drefrxP: -48.26 um, drefrxN: -59.97 um
residue - dangP:-0.025 %, dangN:+0.029 %, drefrxP:  +0.28 um, drefrxN:  +0.14 um
residue - dangP:-0.027 %, dangN:+0.027 %, drefrxP:  +0.07 um, drefrxN:  -0.08 um
residue - dangP:-0.027 %, dangN:+0.027 %, drefrxP:  +0.08 um, drefrxN:  -0.08 um
residue - dangP:-0.027 %, dangN:+0.027 %, drefrxP:  +0.08 um, drefrxN:  -0.08 um
magnet:B2-006, current:421.9A => energy:3.144710 GeV, x0: 7.971 mm, px:+0.0053 deg
residue - dangP:-0.096 %, dangN:+0.072 %, drefrxP: -63.33 um, drefrxN: -31.05 um
residue - dangP:+0.025 %, dangN:-0.022 %, drefrxP:  +0.09 um, drefrxN:  +0.20 um
residue - dangP:+0.024 %, dangN:-0.024 %, drefrxP:  -0.07 um, drefrxN:  +0.06 um
residue - dangP:+0.024 %, dangN:-0.024 %, drefrxP:  -0.07 um, drefrxN:  +0.07 um
residue - dangP:+0.024 %, dangN:-0.024 %, drefrxP:  -0.07 um, drefrxN:  +0.07 um
magnet:B2-007, current:381.7A => energy:2.849981 GeV, x0: 7.966 mm, px:-0.0146 deg
residue - dangP:-0.106 %, dangN:+0.060 %, drefrxP: -65.84 um, drefrxN: -34.07 um
residue - dangP:+0.025 %, dangN:-0.022 %, drefrxP:  +0.12 um, drefrxN:  +0.22 um
residue - dangP:+0.023 %, dangN:-0.023 %, drefrxP:  -0.07 um, drefrxN:  +0.06 um
residue - dangP:+0.023 %, dangN:-0.023 %, drefrxP:  -0.07 um, drefrxN:  +0.07 um
residue - dangP:+0.023 %, dangN:-0.023 %, drefrxP:  -0.07 um, drefrxN:  +0.07 um
magnet:B2-007, current:401.8A => energy:2.997476 GeV, x0: 7.967 mm, px:-0.0143 deg
residue - dangP:-0.114 %, dangN:+0.050 %, drefrxP: -68.52 um, drefrxN: -37.07 um
residue - dangP:+0.025 %, dangN:-0.022 %, drefrxP:  +0.13 um, drefrxN:  +0.23 um
residue - dangP:+0.023 %, dangN:-0.023 %, drefrxP:  -0.07 um, drefrxN:  +0.06 um
residue - dangP:+0.023 %, dangN:-0.023 %, drefrxP:  -0.06 um, drefrxN:  +0.06 um
residue - dangP:+0.023 %, dangN:-0.023 %, drefrxP:  -0.06 um, drefrxN:  +0.06 um
magnet:B2-007, current:421.9A => energy:3.144671 GeV, x0: 7.969 mm, px:-0.0142 deg
residue - dangP:-0.075 %, dangN:+0.204 %, drefrxP: -61.97 um, drefrxN:  -3.00 um
residue - dangP:+0.056 %, dangN:-0.057 %, drefrxP:  -0.22 um, drefrxN:  +0.10 um
residue - dangP:+0.056 %, dangN:-0.056 %, drefrxP:  -0.16 um, drefrxN:  +0.16 um
residue - dangP:+0.056 %, dangN:-0.056 %, drefrxP:  -0.16 um, drefrxN:  +0.16 um
residue - dangP:+0.056 %, dangN:-0.056 %, drefrxP:  -0.16 um, drefrxN:  +0.16 um
magnet:B2-008, current:381.7A => energy:2.852262 GeV, x0: 7.960 mm, px:-0.0265 deg
residue - dangP:-0.108 %, dangN:+0.171 %, drefrxP: -67.11 um, drefrxN:  -8.34 um
residue - dangP:+0.056 %, dangN:-0.056 %, drefrxP:  -0.13 um, drefrxN:  +0.16 um
residue - dangP:+0.056 %, dangN:-0.056 %, drefrxP:  -0.16 um, drefrxN:  +0.16 um
residue - dangP:+0.056 %, dangN:-0.056 %, drefrxP:  -0.16 um, drefrxN:  +0.16 um
residue - dangP:+0.056 %, dangN:-0.056 %, drefrxP:  -0.16 um, drefrxN:  +0.16 um
magnet:B2-008, current:401.8A => energy:2.999265 GeV, x0: 7.961 mm, px:-0.0264 deg
residue - dangP:-0.118 %, dangN:+0.159 %, drefrxP: -70.01 um, drefrxN: -11.48 um
residue - dangP:+0.057 %, dangN:-0.056 %, drefrxP:  -0.10 um, drefrxN:  +0.18 um
residue - dangP:+0.056 %, dangN:-0.056 %, drefrxP:  -0.16 um, drefrxN:  +0.16 um
residue - dangP:+0.056 %, dangN:-0.056 %, drefrxP:  -0.16 um, drefrxN:  +0.16 um
residue - dangP:+0.056 %, dangN:-0.056 %, drefrxP:  -0.16 um, drefrxN:  +0.16 um
magnet:B2-008, current:421.9A => energy:3.146472 GeV, x0: 7.963 mm, px:-0.0264 deg
residue - dangP:+0.085 %, dangN:-0.094 %, drefrxP: -19.71 um, drefrxN: -55.11 um
residue - dangP:-0.027 %, dangN:+0.030 %, drefrxP:  +0.22 um, drefrxN:  +0.08 um
residue - dangP:-0.028 %, dangN:+0.028 %, drefrxP:  +0.08 um, drefrxN:  -0.08 um
residue - dangP:-0.028 %, dangN:+0.028 %, drefrxP:  +0.08 um, drefrxN:  -0.08 um
residue - dangP:-0.028 %, dangN:+0.028 %, drefrxP:  +0.08 um, drefrxN:  -0.08 um
magnet:B2-009, current:381.7A => energy:2.850515 GeV, x0: 7.957 mm, px:+0.0159 deg
residue - dangP:+0.082 %, dangN:-0.101 %, drefrxP: -21.74 um, drefrxN: -57.62 um
residue - dangP:-0.027 %, dangN:+0.030 %, drefrxP:  +0.22 um, drefrxN:  +0.09 um
residue - dangP:-0.028 %, dangN:+0.028 %, drefrxP:  +0.08 um, drefrxN:  -0.08 um
residue - dangP:-0.028 %, dangN:+0.028 %, drefrxP:  +0.08 um, drefrxN:  -0.08 um
residue - dangP:-0.028 %, dangN:+0.028 %, drefrxP:  +0.08 um, drefrxN:  -0.08 um
magnet:B2-009, current:401.8A => energy:2.998205 GeV, x0: 7.958 mm, px:+0.0161 deg
residue - dangP:+0.100 %, dangN:-0.088 %, drefrxP: -21.42 um, drefrxN: -58.05 um
residue - dangP:-0.027 %, dangN:+0.029 %, drefrxP:  +0.19 um, drefrxN:  +0.05 um
residue - dangP:-0.028 %, dangN:+0.028 %, drefrxP:  +0.08 um, drefrxN:  -0.08 um
residue - dangP:-0.028 %, dangN:+0.028 %, drefrxP:  +0.08 um, drefrxN:  -0.08 um
residue - dangP:-0.028 %, dangN:+0.028 %, drefrxP:  +0.08 um, drefrxN:  -0.08 um
magnet:B2-009, current:421.9A => energy:3.146171 GeV, x0: 7.960 mm, px:+0.0165 deg
residue - dangP:-0.052 %, dangN:+0.080 %, drefrxP: -45.62 um, drefrxN: -21.84 um
residue - dangP:+0.014 %, dangN:-0.012 %, drefrxP:  +0.03 um, drefrxN:  +0.09 um
residue - dangP:+0.013 %, dangN:-0.013 %, drefrxP:  -0.04 um, drefrxN:  +0.04 um
residue - dangP:+0.013 %, dangN:-0.013 %, drefrxP:  -0.04 um, drefrxN:  +0.04 um
residue - dangP:+0.013 %, dangN:-0.013 %, drefrxP:  -0.04 um, drefrxN:  +0.04 um
magnet:B2-010, current:381.7A => energy:2.851081 GeV, x0: 7.955 mm, px:-0.0107 deg
residue - dangP:-0.052 %, dangN:+0.078 %, drefrxP: -47.14 um, drefrxN: -23.72 um
residue - dangP:+0.014 %, dangN:-0.012 %, drefrxP:  +0.03 um, drefrxN:  +0.10 um
residue - dangP:+0.013 %, dangN:-0.013 %, drefrxP:  -0.04 um, drefrxN:  +0.04 um
residue - dangP:+0.013 %, dangN:-0.013 %, drefrxP:  -0.04 um, drefrxN:  +0.04 um
residue - dangP:+0.013 %, dangN:-0.013 %, drefrxP:  -0.04 um, drefrxN:  +0.04 um
magnet:B2-010, current:401.8A => energy:2.998909 GeV, x0: 7.957 mm, px:-0.0106 deg
residue - dangP:-0.047 %, dangN:+0.083 %, drefrxP: -48.32 um, drefrxN: -24.88 um
residue - dangP:+0.014 %, dangN:-0.013 %, drefrxP:  +0.03 um, drefrxN:  +0.09 um
residue - dangP:+0.013 %, dangN:-0.013 %, drefrxP:  -0.04 um, drefrxN:  +0.04 um
residue - dangP:+0.013 %, dangN:-0.013 %, drefrxP:  -0.04 um, drefrxN:  +0.04 um
residue - dangP:+0.013 %, dangN:-0.013 %, drefrxP:  -0.04 um, drefrxN:  +0.04 um
magnet:B2-010, current:421.9A => energy:3.146600 GeV, x0: 7.959 mm, px:-0.0106 deg
residue - dangP:+0.093 %, dangN:-0.040 %, drefrxP: -18.13 um, drefrxN: -49.93 um
residue - dangP:-0.039 %, dangN:+0.040 %, drefrxP:  +0.17 um, drefrxN:  -0.03 um
residue - dangP:-0.039 %, dangN:+0.039 %, drefrxP:  +0.11 um, drefrxN:  -0.11 um
residue - dangP:-0.039 %, dangN:+0.039 %, drefrxP:  +0.11 um, drefrxN:  -0.11 um
residue - dangP:-0.039 %, dangN:+0.039 %, drefrxP:  +0.11 um, drefrxN:  -0.11 um
magnet:B2-011, current:381.7A => energy:2.851349 GeV, x0: 7.957 mm, px:+0.0143 deg
residue - dangP:+0.087 %, dangN:-0.042 %, drefrxP: -20.35 um, drefrxN: -51.75 um
residue - dangP:-0.039 %, dangN:+0.040 %, drefrxP:  +0.19 um, drefrxN:  -0.02 um
residue - dangP:-0.039 %, dangN:+0.039 %, drefrxP:  +0.11 um, drefrxN:  -0.11 um
residue - dangP:-0.039 %, dangN:+0.039 %, drefrxP:  +0.11 um, drefrxN:  -0.11 um
residue - dangP:-0.039 %, dangN:+0.039 %, drefrxP:  +0.11 um, drefrxN:  -0.11 um
magnet:B2-011, current:401.8A => energy:2.999124 GeV, x0: 7.959 mm, px:+0.0141 deg
residue - dangP:+0.089 %, dangN:-0.040 %, drefrxP: -22.03 um, drefrxN: -53.24 um
residue - dangP:-0.039 %, dangN:+0.040 %, drefrxP:  +0.19 um, drefrxN:  -0.02 um
residue - dangP:-0.039 %, dangN:+0.039 %, drefrxP:  +0.11 um, drefrxN:  -0.11 um
residue - dangP:-0.039 %, dangN:+0.039 %, drefrxP:  +0.11 um, drefrxN:  -0.11 um
residue - dangP:-0.039 %, dangN:+0.039 %, drefrxP:  +0.11 um, drefrxN:  -0.11 um
magnet:B2-011, current:421.9A => energy:3.146718 GeV, x0: 7.960 mm, px:+0.0140 deg
residue - dangP:-0.073 %, dangN:-0.018 %, drefrxP: -53.41 um, drefrxN: -46.24 um
residue - dangP:-0.002 %, dangN:+0.006 %, drefrxP:  +0.25 um, drefrxN:  +0.22 um
residue - dangP:-0.004 %, dangN:+0.004 %, drefrxP:  +0.01 um, drefrxN:  -0.01 um
residue - dangP:-0.004 %, dangN:+0.004 %, drefrxP:  +0.01 um, drefrxN:  -0.01 um
residue - dangP:-0.004 %, dangN:+0.004 %, drefrxP:  +0.01 um, drefrxN:  -0.01 um
magnet:B2-013, current:381.7A => energy:2.849121 GeV, x0: 7.964 mm, px:-0.0032 deg
residue - dangP:-0.050 %, dangN:+0.003 %, drefrxP: -52.23 um, drefrxN: -45.22 um
residue - dangP:-0.002 %, dangN:+0.005 %, drefrxP:  +0.19 um, drefrxN:  +0.17 um
residue - dangP:-0.003 %, dangN:+0.003 %, drefrxP:  +0.01 um, drefrxN:  -0.01 um
residue - dangP:-0.003 %, dangN:+0.003 %, drefrxP:  +0.01 um, drefrxN:  -0.01 um
residue - dangP:-0.003 %, dangN:+0.003 %, drefrxP:  +0.01 um, drefrxN:  -0.01 um
magnet:B2-013, current:401.8A => energy:2.997513 GeV, x0: 7.966 mm, px:-0.0032 deg
residue - dangP:-0.067 %, dangN:-0.012 %, drefrxP: -55.89 um, drefrxN: -48.79 um
residue - dangP:-0.002 %, dangN:+0.006 %, drefrxP:  +0.23 um, drefrxN:  +0.20 um
residue - dangP:-0.004 %, dangN:+0.004 %, drefrxP:  +0.01 um, drefrxN:  -0.01 um
residue - dangP:-0.004 %, dangN:+0.004 %, drefrxP:  +0.01 um, drefrxN:  -0.01 um
residue - dangP:-0.004 %, dangN:+0.004 %, drefrxP:  +0.01 um, drefrxN:  -0.01 um
magnet:B2-013, current:421.9A => energy:3.144506 GeV, x0: 7.968 mm, px:-0.0032 deg
residue - dangP:+0.003 %, dangN:-0.059 %, drefrxP: -35.80 um, drefrxN: -54.98 um
residue - dangP:-0.031 %, dangN:+0.034 %, drefrxP:  +0.29 um, drefrxN:  +0.12 um
residue - dangP:-0.032 %, dangN:+0.032 %, drefrxP:  +0.09 um, drefrxN:  -0.09 um
residue - dangP:-0.032 %, dangN:+0.032 %, drefrxP:  +0.09 um, drefrxN:  -0.09 um
residue - dangP:-0.032 %, dangN:+0.032 %, drefrxP:  +0.09 um, drefrxN:  -0.09 um
magnet:B2-014, current:381.7A => energy:2.849671 GeV, x0: 7.962 mm, px:+0.0086 deg
residue - dangP:+0.013 %, dangN:-0.047 %, drefrxP: -36.24 um, drefrxN: -55.22 um
residue - dangP:-0.031 %, dangN:+0.034 %, drefrxP:  +0.26 um, drefrxN:  +0.09 um
residue - dangP:-0.033 %, dangN:+0.033 %, drefrxP:  +0.09 um, drefrxN:  -0.09 um
residue - dangP:-0.033 %, dangN:+0.033 %, drefrxP:  +0.09 um, drefrxN:  -0.09 um
residue - dangP:-0.033 %, dangN:+0.033 %, drefrxP:  +0.09 um, drefrxN:  -0.09 um
magnet:B2-014, current:401.8A => energy:2.997789 GeV, x0: 7.964 mm, px:+0.0085 deg
residue - dangP:+0.017 %, dangN:-0.041 %, drefrxP: -37.58 um, drefrxN: -56.32 um
residue - dangP:-0.031 %, dangN:+0.034 %, drefrxP:  +0.25 um, drefrxN:  +0.08 um
residue - dangP:-0.033 %, dangN:+0.033 %, drefrxP:  +0.09 um, drefrxN:  -0.09 um
residue - dangP:-0.033 %, dangN:+0.033 %, drefrxP:  +0.09 um, drefrxN:  -0.09 um
residue - dangP:-0.033 %, dangN:+0.033 %, drefrxP:  +0.09 um, drefrxN:  -0.09 um
magnet:B2-014, current:421.9A => energy:3.145415 GeV, x0: 7.965 mm, px:+0.0084 deg
residue - dangP:+0.144 %, dangN:-0.178 %, drefrxP:  -6.55 um, drefrxN: -78.60 um
residue - dangP:-0.077 %, dangN:+0.080 %, drefrxP:  +0.39 um, drefrxN:  +0.02 um
residue - dangP:-0.078 %, dangN:+0.078 %, drefrxP:  +0.22 um, drefrxN:  -0.22 um
residue - dangP:-0.078 %, dangN:+0.078 %, drefrxP:  +0.22 um, drefrxN:  -0.22 um
residue - dangP:-0.078 %, dangN:+0.078 %, drefrxP:  +0.22 um, drefrxN:  -0.22 um
magnet:B2-015, current:381.7A => energy:2.850017 GeV, x0: 7.961 mm, px:+0.0324 deg
residue - dangP:+0.138 %, dangN:-0.185 %, drefrxP:  -9.00 um, drefrxN: -81.31 um
residue - dangP:-0.078 %, dangN:+0.081 %, drefrxP:  +0.40 um, drefrxN:  +0.03 um
residue - dangP:-0.079 %, dangN:+0.079 %, drefrxP:  +0.22 um, drefrxN:  -0.22 um
residue - dangP:-0.079 %, dangN:+0.079 %, drefrxP:  +0.22 um, drefrxN:  -0.22 um
residue - dangP:-0.079 %, dangN:+0.079 %, drefrxP:  +0.22 um, drefrxN:  -0.22 um
magnet:B2-015, current:401.8A => energy:2.997645 GeV, x0: 7.962 mm, px:+0.0325 deg
residue - dangP:+0.132 %, dangN:-0.189 %, drefrxP: -11.41 um, drefrxN: -83.50 um
residue - dangP:-0.077 %, dangN:+0.081 %, drefrxP:  +0.41 um, drefrxN:  +0.04 um
residue - dangP:-0.079 %, dangN:+0.079 %, drefrxP:  +0.22 um, drefrxN:  -0.22 um
residue - dangP:-0.079 %, dangN:+0.079 %, drefrxP:  +0.22 um, drefrxN:  -0.22 um
residue - dangP:-0.079 %, dangN:+0.079 %, drefrxP:  +0.22 um, drefrxN:  -0.22 um
magnet:B2-015, current:421.9A => energy:3.144957 GeV, x0: 7.964 mm, px:+0.0325 deg
residue - dangP:+0.119 %, dangN:-0.061 %, drefrxP: -10.96 um, drefrxN: -55.49 um
residue - dangP:-0.058 %, dangN:+0.059 %, drefrxP:  +0.23 um, drefrxN:  -0.08 um
residue - dangP:-0.058 %, dangN:+0.058 %, drefrxP:  +0.16 um, drefrxN:  -0.16 um
residue - dangP:-0.058 %, dangN:+0.058 %, drefrxP:  +0.16 um, drefrxN:  -0.16 um
residue - dangP:-0.058 %, dangN:+0.058 %, drefrxP:  +0.16 um, drefrxN:  -0.16 um
magnet:B2-016, current:381.7A => energy:2.851427 GeV, x0: 7.957 mm, px:+0.0199 deg
residue - dangP:+0.121 %, dangN:-0.061 %, drefrxP: -12.13 um, drefrxN: -57.17 um
residue - dangP:-0.058 %, dangN:+0.059 %, drefrxP:  +0.23 um, drefrxN:  -0.08 um
residue - dangP:-0.058 %, dangN:+0.058 %, drefrxP:  +0.16 um, drefrxN:  -0.16 um
residue - dangP:-0.058 %, dangN:+0.058 %, drefrxP:  +0.16 um, drefrxN:  -0.16 um
residue - dangP:-0.058 %, dangN:+0.058 %, drefrxP:  +0.16 um, drefrxN:  -0.16 um
magnet:B2-016, current:401.8A => energy:2.999344 GeV, x0: 7.958 mm, px:+0.0202 deg
residue - dangP:+0.123 %, dangN:-0.062 %, drefrxP: -13.54 um, drefrxN: -59.11 um
residue - dangP:-0.058 %, dangN:+0.059 %, drefrxP:  +0.23 um, drefrxN:  -0.08 um
residue - dangP:-0.059 %, dangN:+0.059 %, drefrxP:  +0.16 um, drefrxN:  -0.17 um
